Date,Category,Item,Qty,Product Sales,Discounts,Tax,Gross Sales,Itemisation Type
1/10/2024,None,Rabbit – Broccoli,1,$36.31,$0.00,$3.69,$40.64,Physical Good
1/10/2024,None,Dino - Disco,1,$40.84,$0.00,$4.16,$45.72,Physical Good
1/10/2024,None,Custom Amount,1,$45.38,$0.00,$4.62,$50.80,
1/10/2024,SP GIRL - SKULLPANDA,SP - Cat,1,$40.84,$0.00,$4.16,$45.72,Physical Good
1/10/2024,Beverages,Drink - WATER,1,$2.72,$0.00,$0.28,$3.05,Physical Good
1/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.00,Service
1/10/2024,Beverages,Drink - Milkis,1,$2.73,$0.00,$0.27,$3.00,Physical Good
1/10/2024,None,Piggy – Bottle,1,$36.30,$0.00,$3.70,$40.64,Physical Good
1/10/2024,None,Piggy - Queen,1,$36.31,$0.00,$3.69,$40.64,Physical Good
1/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
1/10/2024,None,Custom Amount,1,$45.45,$0.00,$4.55,$50.00,
1/10/2024,None,Rabbit - Goggles,1,$40.91,$0.00,$4.09,$45.00,Physical Good
1/10/2024,None,Custom Amount,1,$41.47,-$6.75,$3.53,$38.86,
1/10/2024,None,Dino - Disco,1,$40.84,$0.00,$4.16,$45.72,Physical Good
1/10/2024,None,Piggy - Birthday,1,$36.31,$0.00,$3.69,$40.64,Physical Good
1/10/2024,Beverages,Drink - Lipton PEACH,1,$4.54,$0.00,$0.46,$5.08,Physical Good
1/10/2024,None,Piggy - Watermelon,2,$81.68,$0.00,$8.32,$91.44,Physical Good
1/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
1/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
1/10/2024,None,Piggy – Bottle,1,$36.31,$0.00,$3.69,$40.64,Physical Good
1/10/2024,Sanrio,Pompom,1,$40.84,$0.00,$4.16,$45.72,Physical Good
1/10/2024,None,Rabbit - Goggles,2,$88.61,-$75.00,$1.39,$15.24,Physical Good
1/10/2024,None,Gloss Varnish,1,$4.55,$0.00,$0.45,$5.00,Service
1/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.00,Service
1/10/2024,None,Gloss Varnish,1,$4.55,$0.00,$0.45,$5.00,Service
1/10/2024,None,Lion Baby,1,$31.77,$0.00,$3.23,$35.56,Physical Good
1/10/2024,None,Custom Amount,1,$9.98,$0.00,$1.02,$11.18,
1/10/2024,None,Custom Amount,1,$21.78,$0.00,$2.22,$24.38,
1/10/2024,None,Teddy with Tote,1,$36.31,$0.00,$3.69,$40.64,Physical Good
1/10/2024,Sanrio,Mel,1,$36.31,$0.00,$3.69,$40.64,Physical Good
1/10/2024,None,Dino,1,$36.31,$0.00,$3.69,$40.64,Physical Good
1/10/2024,Beverages,Drink - Banana Milk,1,$3.40,$0.00,$0.35,$3.81,Physical Good
1/10/2024,Beverages,Drink - Red Bull,1,$4.54,$0.00,$0.46,$5.08,Physical Good
1/10/2024,None,Beaver - B,1,$24.55,$0.00,$2.45,$27.00,Physical Good
1/10/2024,None,Beaver - B,1,$24.51,$0.00,$2.49,$27.43,Physical Good
1/10/2024,None,Beaver - B,1,$24.51,$0.00,$2.49,$27.43,Physical Good
1/10/2024,None,Beaver - B,1,$24.51,$0.00,$2.49,$27.43,Physical Good
1/10/2024,None,Piggy - Birthday,1,$36.31,$0.00,$3.69,$40.64,Physical Good
1/10/2024,Sanrio,Kuro - Evil,1,$45.38,$0.00,$4.62,$50.80,Physical Good
1/10/2024,Couple,Couple - Lucky Cat,1,$49.92,$0.00,$5.08,$55.88,Physical Good
1/10/2024,Sanrio,Kuro - Clown Hat,1,$40.84,$0.00,$4.16,$45.72,Physical Good
1/10/2024,Bear Stick / Bear Brick,Bear Stick - OG,1,$43.36,-$27.27,$1.64,$18.01,Physical Good
1/10/2024,None,Teddy with Tote,2,$77.09,-$48.49,$2.91,$32.02,Physical Good
1/10/2024,None,Cat - Piggy,1,$38.55,-$24.24,$1.45,$16.01,Physical Good
1/10/2024,None,Hello kitkat,1,$45.38,$0.00,$4.62,$50.80,Physical Good
1/10/2024,None,Custom Amount,1,$45.38,$0.00,$4.62,$50.80,
1/10/2024,Raws/Kaws,Raws - Furry,1,$45.38,$0.00,$4.62,$50.80,Physical Good
1/10/2024,SP GIRL - SKULLPANDA,SP - Suit Tie,1,$40.84,$0.00,$4.16,$45.72,Physical Good
1/10/2024,Sanrio,Purin,1,$40.84,$0.00,$4.16,$45.72,Physical Good
1/10/2024,Beverages,Drink - WATER,1,$2.72,$0.00,$0.28,$3.05,Physical Good
1/10/2024,Beverages,Drink - WATER,2,$5.45,$0.00,$0.55,$6.10,Physical Good
1/10/2024,Sanrio,Kuro - Bowtied,1,$40.84,$0.00,$4.16,$45.72,Physical Good
1/10/2024,SP GIRL - SKULLPANDA,SP - Suit Tie,1,$40.84,$0.00,$4.16,$45.72,Physical Good
1/10/2024,None,Dino - Baby,1,$36.31,$0.00,$3.69,$40.64,Physical Good
1/10/2024,Couple,Couple - Tomato Rabbit,1,$50.00,$0.00,$5.00,$55.00,Physical Good
1/10/2024,None,Rabbit - Ice Cream,1,$36.31,$0.00,$3.69,$40.64,Physical Good
1/10/2024,None,Dino - Disco,2,$81.69,$0.00,$8.31,$91.44,Physical Good
30/09/2024,Beverages,Drink - Banana Milk,2,$6.82,$0.00,$0.68,$7.50,Physical Good
30/09/2024,Beverages,Drink - Banana Milk,1,$3.41,$0.00,$0.34,$3.75,Physical Good
30/09/2024,Beverages,Drink - COKE ZERO,1,$2.73,$0.00,$0.27,$3.00,Physical Good
30/09/2024,None,Gloss Varnish,2,$9.08,$0.00,$0.92,$10.16,Service
30/09/2024,Beverages,Drink - WATER,1,$2.86,-$1.50,$0.14,$1.52,Physical Good
30/09/2024,SP GIRL - SKULLPANDA,SP - Umbrella,1,$55.37,-$9.00,$4.63,$51.00,Physical Good
30/09/2024,None,Cat - Piggy,1,$36.91,-$6.00,$3.09,$34.00,Physical Good
30/09/2024,None,Strawberry Bear - Balloon,1,$41.52,-$6.75,$3.48,$38.25,Physical Good
30/09/2024,None,Gloss Varnish,1,$4.55,$0.00,$0.45,$5.00,Service
30/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
30/09/2024,None,Connan,1,$36.86,-$6.00,$3.14,$34.55,Physical Good
30/09/2024,None,Rabbit - Goggles,1,$41.47,-$6.75,$3.53,$38.86,Physical Good
30/09/2024,Couple,Couple – Avo Duck,1,$49.92,$0.00,$5.08,$55.88,Physical Good
30/09/2024,None,Ninja Pizza - B,1,$40.84,$0.00,$4.16,$45.72,Physical Good
30/09/2024,Couple,Couple – Cat,1,$49.92,$0.00,$5.08,$55.88,Physical Good
30/09/2024,Sanrio,Kuro -  King,1,$40.84,$0.00,$4.16,$45.72,Physical Good
30/09/2024,None,Custom Amount,1,$40.84,$0.00,$4.16,$45.72,
30/09/2024,Beverages,Drink - Lipton PEACH,1,$4.54,$0.00,$0.46,$5.08,Physical Good
30/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
30/09/2024,None,Piggy - Lucky,1,$27.23,$0.00,$2.77,$30.48,Physical Good
30/09/2024,Bear Stick / Bear Brick,Bear Stick - Rainbow,1,$45.00,-$45.00,$0.00,$0.00,Physical Good
30/09/2024,None,Custom Amount,1,$49.92,$0.00,$5.08,$55.88,
30/09/2024,None,Mama Chicken - 2,1,$27.23,$0.00,$2.77,$30.48,Physical Good
30/09/2024,Sanrio,Cina - Queen,1,$40.84,$0.00,$4.16,$45.72,Physical Good
30/09/2024,None,Custom Amount,1,$54.46,$0.00,$5.54,$60.96,
30/09/2024,None,Capybara - Bathtub,1,$45.38,$0.00,$4.62,$50.80,Physical Good
30/09/2024,None,Rabbit – Broccoli,1,$36.31,$0.00,$3.69,$40.64,Physical Good
30/09/2024,Couple,Couple - Loving Bear,2,$99.84,$0.00,$10.16,$111.76,Physical Good
30/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
30/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
30/09/2024,None,Gloss Varnish,1,$4.53,$0.00,$0.47,$5.08,Service
30/09/2024,Couple,Couple - Loving Bear,1,$50.00,$0.00,$5.00,$55.00,Physical Good
30/09/2024,Sanrio,Cina - Queen,1,$40.91,$0.00,$4.09,$45.00,Physical Good
30/09/2024,SP GIRL - SKULLPANDA,SP - Cat,1,$40.91,$0.00,$4.09,$45.00,Physical Good
30/09/2024,Beverages,Drink - Banana Milk,1,$3.40,$0.00,$0.35,$3.81,Physical Good
30/09/2024,None,Dino - Baby,1,$38.42,-$22.86,$1.58,$17.41,Physical Good
30/09/2024,Beverages,Drink - Banana Milk,1,$3.60,-$2.14,$0.15,$1.64,Physical Good
30/09/2024,None,Capybara - Piggy Hat,1,$47.69,-$25.00,$2.31,$25.40,Physical Good
30/09/2024,Beverages,Drink - Lipton PEACH,1,$4.54,$0.00,$0.46,$5.08,Physical Good
30/09/2024,None,Piggy - Watermelon,1,$40.84,$0.00,$4.16,$45.72,Physical Good
30/09/2024,SP GIRL - SKULLPANDA,SP - Hair Clips,1,$45.46,$0.00,$4.54,$50.00,Physical Good
30/09/2024,None,Piggy – Happy,1,$36.36,$0.00,$3.64,$40.00,Physical Good
30/09/2024,None,Ninja Pizza - B,1,$40.91,$0.00,$4.09,$45.00,Physical Good
30/09/2024,None,Repeat painting,1,$9.09,$0.00,$0.91,$10.00,Service
30/09/2024,None,Rabbit on Duck,1,$45.00,-$45.00,$0.00,$0.00,Physical Good
30/09/2024,None,Bowtie Cat - Hugging,1,$38.61,-$25.00,$1.39,$15.24,Physical Good
30/09/2024,None,Beaver - B,1,$26.82,-$25.00,$0.18,$2.03,Physical Good
30/09/2024,Sanrio,Mel,1,$36.31,$0.00,$3.69,$40.64,Physical Good
30/09/2024,Sanrio,Purin,1,$40.84,$0.00,$4.16,$45.72,Physical Good
30/09/2024,Couple,Couple – Avo Duck,1,$49.92,$0.00,$5.08,$55.88,Physical Good
30/09/2024,Pokemon Characters,Pok - Blas Turtle,1,$45.38,$0.00,$4.62,$50.80,Physical Good
30/09/2024,None,Ducky Star,1,$40.84,$0.00,$4.16,$45.72,Physical Good
30/09/2024,Sanrio,Cina - Bowtied,1,$45.00,-$45.00,$0.00,$0.00,Physical Good
30/09/2024,None,Teddy with Tote,1,$40.00,-$40.00,$0.00,$0.00,Physical Good
30/09/2024,Pokemon Characters,Pok - Pi on Saturn,1,$45.00,-$45.00,$0.00,$0.00,Physical Good
30/09/2024,Sanrio,Cina - Princess,1,$45.00,-$45.00,$0.00,$0.00,Physical Good
30/09/2024,None,SP - Rabbit Trainer,1,$45.38,$0.00,$4.62,$50.80,Physical Good
30/09/2024,Sanrio,Cina - Bowtied,1,$43.16,-$25.00,$1.84,$20.32,Physical Good
30/09/2024,None,Monster small,1,$43.15,-$25.00,$1.85,$20.32,Physical Good
30/09/2024,None,Bubu lala,1,$45.38,$0.00,$4.62,$50.80,Physical Good
30/09/2024,Pokemon Characters,Pok - Blas Turtle,1,$45.38,$0.00,$4.62,$50.80,Physical Good
30/09/2024,None,Piggy - Watermelon,1,$40.85,$0.00,$4.15,$45.72,Physical Good
30/09/2024,None,Peach Baby,1,$31.82,$0.00,$3.18,$35.00,Physical Good
30/09/2024,None,Dino - Baby,1,$36.36,$0.00,$3.64,$40.00,Physical Good
30/09/2024,None,Bear Holder - B,1,$64.81,-$62.90,$0.19,$2.13,Physical Good
30/09/2024,None,Dino - Disco,1,$44.87,-$43.55,$0.13,$1.47,Physical Good
30/09/2024,None,Rabbit - Goggles,1,$44.86,-$43.55,$0.14,$1.48,Physical Good
30/09/2024,None,Capybara - Chicken Hat,2,$90.77,$0.00,$9.23,$101.60,Physical Good
30/09/2024,Beverages,Drink - WATER,1,$2.72,$0.00,$0.28,$3.05,Physical Good
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,None,Lotso holder,1,$50.65,-$7.86,$4.35,$47.89,Physical Good
29/09/2024,None,Astro Bear,1,$46.04,-$7.14,$3.96,$43.55,Physical Good
29/09/2024,None,Peach Baby,1,$32.23,-$5.00,$2.77,$30.48,Physical Good
29/09/2024,None,SP - Rabbit Trainer,1,$45.38,$0.00,$4.62,$50.80,Physical Good
29/09/2024,None,Teddy with Tote,1,$36.31,$0.00,$3.69,$40.64,Physical Good
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,Beverages,Drink - COKE ZERO,1,$3.00,-$3.00,$0.00,$0.00,Physical Good
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,Beverages,Drink - Banana Milk,1,$3.75,-$3.75,$0.00,$0.00,Physical Good
29/09/2024,Beverages,Drink - Milkis,1,$3.00,-$3.00,$0.00,$0.00,Physical Good
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,None,Gloss Varnish,1,$4.55,$0.00,$0.45,$5.00,Service
29/09/2024,Beverages,Drink - Red Bull,1,$4.54,$0.00,$0.46,$5.08,Physical Good
29/09/2024,None,Hello kitkat,1,$45.38,$0.00,$4.62,$50.80,Physical Good
29/09/2024,Raws/Kaws,Raws - Furry,1,$45.38,$0.00,$4.62,$50.80,Physical Good
29/09/2024,Sanrio,Kuro -  King,1,$40.84,$0.00,$4.16,$45.72,Physical Good
29/09/2024,None,Teddy with Tote,1,$36.31,$0.00,$3.69,$40.64,Physical Good
29/09/2024,Couple,Couple - Lucky Cat,1,$49.92,$0.00,$5.08,$55.88,Physical Good
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,None,Piggy – Bottle,1,$36.31,$0.00,$3.69,$40.64,Physical Good
29/09/2024,None,Custom Amount,1,$45.38,$0.00,$4.62,$50.80,
29/09/2024,Beverages,Drink - COKE,1,$2.72,$0.00,$0.28,$3.05,Physical Good
29/09/2024,None,Lion Baby,1,$31.77,$0.00,$3.23,$35.56,Physical Good
29/09/2024,None,Dor - Captain US,1,$36.30,$0.00,$3.70,$40.64,Physical Good
29/09/2024,Sanrio,Cina - Queen,1,$40.84,$0.00,$4.16,$45.72,Physical Good
29/09/2024,Sanrio,Cina - Princess,1,$40.85,$0.00,$4.15,$45.72,Physical Good
29/09/2024,None,Larva,1,$31.77,$0.00,$3.23,$35.56,Physical Good
29/09/2024,None,Peach Baby,1,$31.82,$0.00,$3.18,$35.00,Physical Good
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,Beverages,Drink - Yellow Red Bull,1,$4.77,-$2.50,$0.23,$2.54,Physical Good
29/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
29/09/2024,Couple,Couple - Ducky,1,$50.00,$0.00,$5.00,$55.00,Physical Good
29/09/2024,None,Capybara - Chicken Hat,1,$45.45,$0.00,$4.55,$50.00,Physical Good
29/09/2024,Sanrio,Cina - Princess,1,$40.91,$0.00,$4.09,$45.00,Physical Good
29/09/2024,None,Piggy - Lucky,1,$27.23,$0.00,$2.77,$30.48,Physical Good
29/09/2024,None,Hello kitkat,1,$45.38,$0.00,$4.62,$50.80,Physical Good
29/09/2024,None,SP - Rabbit Trainer,1,$45.38,$0.00,$4.62,$50.80,Physical Good
29/09/2024,Sanrio,Kuro - Eclipse,1,$40.85,$0.00,$4.15,$45.72,Physical Good
29/09/2024,None,Rabbit on Duck,1,$40.84,$0.00,$4.16,$45.72,Physical Good
29/09/2024,Pokemon Characters,Pok - Blas Turtle,1,$45.38,$0.00,$4.62,$50.80,Physical Good
29/09/2024,Sanrio,Kuro - Evil,1,$45.38,$0.00,$4.62,$50.80,Physical Good
29/09/2024,None,Teddy with Tote,1,$36.31,$0.00,$3.69,$40.64,Physical Good
29/09/2024,Couple,Couple - Ducky,1,$53.55,-$39.29,$1.45,$15.96,Physical Good
29/09/2024,None,Custom Amount,1,$43.81,-$32.14,$1.19,$13.07,
29/09/2024,None,Dor - Captain US,1,$38.95,-$28.57,$1.05,$11.61,Physical Good
29/09/2024,None,Capybara - Turtle Hat,1,$50.00,-$50.00,$0.00,$0.00,Physical Good
29/09/2024,None,Piggy - Lucky,1,$30.00,-$30.00,$0.00,$0.00,Physical Good
29/09/2024,None,Hello kitkat,1,$45.38,$0.00,$4.62,$50.80,Physical Good
29/09/2024,None,Lion Baby,1,$31.77,$0.00,$3.23,$35.56,Physical Good
29/09/2024,Sanrio,Mel,1,$36.30,$0.00,$3.70,$40.64,Physical Good
29/09/2024,Sanrio,Pompom,1,$45.00,-$45.00,$0.00,$0.00,Physical Good
29/09/2024,Raws/Kaws,Raws - Furry,1,$50.00,-$50.00,$0.00,$0.00,Physical Good
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Gloss Varnish,1,$4.53,$0.00,$0.47,$5.08,Service
28/09/2024,Beverages,Drink - Yellow Red Bull,1,$5.00,-$5.00,$0.00,$0.00,Physical Good
28/09/2024,None,Dino - Baby,1,$36.31,$0.00,$3.69,$40.64,Physical Good
28/09/2024,Couple,Couple - Banana,1,$49.92,$0.00,$5.08,$55.88,Physical Good
28/09/2024,None,Capybara - Turtle Hat,1,$45.38,$0.00,$4.62,$50.80,Physical Good
28/09/2024,Beverages,Drink - COKE ZERO,1,$2.72,$0.00,$0.28,$3.05,Physical Good
28/09/2024,None,Rabbit on Duck,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,None,Custom Amount,1,$31.77,$0.00,$3.23,$35.56,
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,Pokemon Characters,Pok - Blas Turtle,1,$45.38,$0.00,$4.62,$50.80,Physical Good
28/09/2024,None,Hello kitkat,1,$45.38,$0.00,$4.62,$50.80,Physical Good
28/09/2024,None,Dor,1,$35.00,-$35.00,$0.00,$0.00,Physical Good
28/09/2024,None,Dino - Baby,1,$40.00,-$40.00,$0.00,$0.00,Physical Good
28/09/2024,Beverages,Drink - WATER,1,$2.72,$0.00,$0.28,$3.05,Physical Good
28/09/2024,Sanrio,Kuro - Eclipse,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,None,Capybara - Turtle Hat,1,$45.38,$0.00,$4.62,$50.80,Physical Good
28/09/2024,Couple,Couple - Loving Bear,1,$49.92,$0.00,$5.08,$55.88,Physical Good
28/09/2024,Beverages,Drink - Lipton PEACH,1,$4.54,$0.00,$0.46,$5.08,Physical Good
28/09/2024,Beverages,Drink - COKE,1,$2.72,$0.00,$0.28,$3.05,Physical Good
28/09/2024,Beverages,Drink - COKE ZERO,1,$2.72,$0.00,$0.28,$3.05,Physical Good
28/09/2024,None,Piggy - Lucky,1,$27.23,$0.00,$2.77,$30.48,Physical Good
28/09/2024,None,SP - Rabbit Trainer,1,$45.38,$0.00,$4.62,$50.80,Physical Good
28/09/2024,None,Ninja Pizza - B,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,Stitch,Mitch - Dragon Hat,1,$40.85,$0.00,$4.15,$45.72,Physical Good
28/09/2024,None,Apple Baby,1,$35.00,-$35.00,$0.00,$0.00,Physical Good
28/09/2024,Beverages,Drink - 0 Degree Iced Tea,1,$4.50,-$4.50,$0.00,$0.00,Physical Good
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Strawberry Bear - Princess,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,Pokemon Characters,Pok - Blas Turtle,1,$45.38,$0.00,$4.62,$50.80,Physical Good
28/09/2024,None,Repeat painting,1,$9.09,$0.00,$0.91,$10.00,Service
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Gloss Varnish,1,$4.55,$0.00,$0.45,$5.00,Service
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Astro Bear,1,$45.45,$0.00,$4.55,$50.00,Physical Good
28/09/2024,Sanrio,Kuro - Bowtied,1,$40.91,$0.00,$4.09,$45.00,Physical Good
28/09/2024,None,Rabbit on Duck,2,$81.69,$0.00,$8.31,$91.44,Physical Good
28/09/2024,Stitch,Mitch - Tiger Hat,1,$41.67,-$9.00,$3.33,$36.58,Physical Good
28/09/2024,None,Ducky Star,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,Raws/Kaws,Raws - Furry,1,$45.38,$0.00,$4.62,$50.80,Physical Good
28/09/2024,Beverages,Drink - WATER,1,$3.00,-$3.00,$0.00,$0.00,Physical Good
28/09/2024,Stitch,Mitch - Dragon Hat,1,$40.85,$0.00,$4.15,$45.72,Physical Good
28/09/2024,None,Custom Amount,1,$45.38,$0.00,$4.62,$50.80,
28/09/2024,Beverages,Drink - Red Bull,1,$4.54,$0.00,$0.46,$5.08,Physical Good
28/09/2024,SP GIRL - SKULLPANDA,SP - Cat,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,Couple,Couple - Loving Bear,1,$49.92,$0.00,$5.08,$55.88,Physical Good
28/09/2024,None,Capybara - Lucky Wish,1,$47.69,-$25.00,$2.31,$25.40,Physical Good
28/09/2024,None,Capybara - Toilet,1,$47.69,-$25.00,$2.31,$25.40,Physical Good
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,Beverages,Drink - 0 Degree Iced Tea,1,$4.08,$0.00,$0.42,$4.57,Physical Good
28/09/2024,Beverages,Drink - COKE ZERO,1,$2.72,$0.00,$0.28,$3.05,Physical Good
28/09/2024,Pokemon Characters,Pok - Pi on Saturn,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,None,Astro Bear,1,$45.45,$0.00,$4.55,$50.00,Physical Good
28/09/2024,None,Dino - Disco,1,$45.00,-$45.00,$0.00,$0.00,Physical Good
28/09/2024,Disney Characters,Dom - Milk Bottle,1,$36.31,$0.00,$3.69,$40.64,Physical Good
28/09/2024,None,Capybara - Chicken Hat,1,$45.38,$0.00,$4.62,$50.80,Physical Good
28/09/2024,None,Custom Amount,1,$40.84,$0.00,$4.16,$45.72,
28/09/2024,Beverages,Drink - WATER,1,$2.72,$0.00,$0.28,$3.05,Physical Good
28/09/2024,Beverages,Drink - FANTA,1,$2.72,$0.00,$0.28,$3.05,Physical Good
28/09/2024,Beverages,Drink - Yellow Red Bull,1,$4.54,$0.00,$0.46,$5.08,Physical Good
28/09/2024,None,Repeat painting,1,$9.08,$0.00,$0.92,$10.16,Service
28/09/2024,None,Repeat painting,1,$9.07,$0.00,$0.93,$10.16,Service
28/09/2024,None,Larva - Small A,1,$25.96,-$15.69,$1.04,$11.49,Physical Good
28/09/2024,Raws/Kaws,Raws - Furry,1,$48.06,-$29.05,$1.94,$21.29,Physical Good
28/09/2024,None,Capybara - Chicken Hat,1,$48.06,-$29.05,$1.94,$21.29,Physical Good
28/09/2024,None,Cat - Piggy,1,$38.45,-$23.24,$1.55,$17.03,Physical Good
28/09/2024,None,Custom Amount,1,$57.68,-$34.86,$2.32,$25.54,
28/09/2024,Beverages,Drink - Red Bull,1,$4.81,-$2.91,$0.19,$2.12,Physical Good
28/09/2024,None,Piggy - Lucky,1,$27.23,$0.00,$2.77,$30.48,Physical Good
28/09/2024,None,Hello kitkat,1,$45.38,$0.00,$4.62,$50.80,Physical Good
28/09/2024,None,Dino - Baby,1,$36.31,$0.00,$3.69,$40.64,Physical Good
28/09/2024,None,Custom Amount,1,$45.38,$0.00,$4.62,$50.80,
28/09/2024,POP MART Character,Doll - Gentleman,1,$36.31,$0.00,$3.69,$40.64,Physical Good
28/09/2024,None,Lion Baby,1,$31.77,$0.00,$3.23,$35.56,Physical Good
28/09/2024,Raws/Kaws,Raws - OG,1,$47.69,-$25.00,$2.31,$25.40,Physical Good
28/09/2024,Sanrio,Pompom,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,None,Capybara - Turtle Hat,1,$47.77,-$25.86,$2.23,$24.53,Physical Good
28/09/2024,Raws/Kaws,Raws - Furry,1,$47.77,-$25.86,$2.23,$24.52,Physical Good
28/09/2024,None,Ninja Pizza - B,1,$42.99,-$23.28,$2.01,$22.07,Physical Good
28/09/2024,SP GIRL - SKULLPANDA,SP - Cat,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,None,SP - Rabbit Trainer,1,$45.45,$0.00,$4.55,$50.00,Physical Good
28/09/2024,Pokemon Characters,Pok - Pi on Saturn,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,Pokemon Characters,Pok - Pi on Saturn,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,SP GIRL - SKULLPANDA,SP - Suit Tie,1,$45.00,-$45.00,$0.00,$0.00,Physical Good
28/09/2024,None,Capybara - Turtle Hat,1,$50.00,-$50.00,$0.00,$0.00,Physical Good
28/09/2024,None,Dino - Baby Dummy,1,$36.31,$0.00,$3.69,$40.64,Physical Good
28/09/2024,SP GIRL - SKULLPANDA,SP - Suit Tie,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,None,Piggy - Bathtub,1,$36.31,$0.00,$3.69,$40.64,Physical Good
28/09/2024,Stitch,Mitch - Tiger Hat,1,$40.84,$0.00,$4.16,$45.72,Physical Good
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
28/09/2024,Beverages,Drink - WATER,1,$2.86,-$1.50,$0.14,$1.52,Physical Good
27/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
27/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
27/09/2024,Beverages,Drink - Yellow Red Bull,1,$4.55,$0.00,$0.45,$5.00,Physical Good
27/09/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
